Unnamed: 0,type,age,gender,size,coat,breed
13177,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Calico
13178,Abyssinian,Abyssinian,Abyssinian,American Shorthair,American Shorthair,Calico
13179,Abyssinian,American Shorthair,Abyssinian,American Shorthair,American Shorthair,Calico
13182,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Calico
13183,Abyssinian,American Shorthair,Abyssinian,American Curl,American Shorthair,Calico
13184,Abyssinian,American Bobtail,Abyssinian,American Shorthair,American Shorthair,Calico
13185,Abyssinian,American Curl,Abyssinian,American Curl,American Shorthair,Calico
13186,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Calico
13187,Abyssinian,American Shorthair,Abyssinian,American Curl,American Shorthair,Calico
13189,Abyssinian,American Shorthair,Abyssinian,American Curl,American Shorthair,Calico
13190,Abyssinian,American Shorthair,Abyssinian,American Curl,American Shorthair,Calico
13191,Abyssinian,American Bobtail,Abyssinian,American Curl,American Bobtail,Calico
13193,Abyssinian,American Shorthair,Abyssinian,American Curl,American Shorthair,Calico
13195,Abyssinian,American Shorthair,Abyssinian,American Shorthair,American Shorthair,Calico
13196,Abyssinian,Abyssinian,Abyssinian,American Curl,American Curl,Calico
13197,Abyssinian,American Bobtail,Abyssinian,American Curl,American Curl,Calico
13198,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Calico
13200,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Calico
13201,Abyssinian,American Bobtail,Abyssinian,American Shorthair,American Shorthair,Calico
13202,Abyssinian,Abyssinian,Abyssinian,American Curl,American Curl,Calico
13205,Abyssinian,Abyssinian,Abyssinian,American Curl,American Shorthair,Calico
13207,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Calico
13208,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Calico
13209,Abyssinian,American Shorthair,Abyssinian,American Curl,American Shorthair,Calico
13211,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Calico
13213,Abyssinian,Abyssinian,Abyssinian,American Curl,American Shorthair,Calico
13214,Abyssinian,American Bobtail,Abyssinian,American Curl,American Curl,Calico
13215,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Calico
13216,Abyssinian,Abyssinian,Abyssinian,American Curl,American Shorthair,Calico
13217,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Calico
13218,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Calico
13219,Abyssinian,American Bobtail,Abyssinian,American Curl,American Curl,Calico
13220,Abyssinian,American Bobtail,Abyssinian,American Curl,American Curl,Calico
13224,Abyssinian,American Shorthair,Abyssinian,American Curl,American Curl,Calico
13225,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Calico
13226,Abyssinian,Abyssinian,Abyssinian,American Curl,American Shorthair,Calico
13227,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Calico
13228,Abyssinian,Abyssinian,Abyssinian,American Curl,American Shorthair,Calico
13229,Abyssinian,Abyssinian,Abyssinian,American Curl,American Curl,Calico
13230,Abyssinian,Abyssinian,Abyssinian,American Curl,American Shorthair,Calico
13233,Abyssinian,American Shorthair,Abyssinian,American Bobtail,American Shorthair,Calico
13234,Abyssinian,Abyssinian,Abyssinian,American Bobtail,American Shorthair,Calico
13235,Abyssinian,Abyssinian,Abyssinian,American Shorthair,American Shorthair,Calico
13236,Abyssinian,American Bobtail,Abyssinian,American Shorthair,American Shorthair,Calico
13237,Abyssinian,Abyssinian,Abyssinian,American Shorthair,American Shorthair,Calico
13238,Abyssinian,Abyssinian,Abyssinian,American Curl,American Shorthair,Calico
13239,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Calico
13240,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Calico
13241,Abyssinian,American Bobtail,Abyssinian,American Shorthair,American Shorthair,Calico
13242,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Calico
13243,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Calico
13244,Abyssinian,American Curl,Abyssinian,American Shorthair,American Shorthair,Calico
13246,Abyssinian,Abyssinian,Abyssinian,American Curl,American Shorthair,Calico
13247,Abyssinian,American Shorthair,Abyssinian,American Curl,American Shorthair,Calico
13248,Abyssinian,American Bobtail,Abyssinian,American Curl,American Curl,Calico
13249,Abyssinian,Abyssinian,Abyssinian,American Curl,American Curl,Calico
13251,Abyssinian,American Curl,Abyssinian,American Curl,American Bobtail,Calico
13252,Abyssinian,American Shorthair,Abyssinian,American Shorthair,American Curl,Calico
13254,Abyssinian,American Shorthair,Abyssinian,American Shorthair,American Curl,Calico
13255,Abyssinian,American Shorthair,Abyssinian,American Curl,American Shorthair,Calico
13256,Abyssinian,American Shorthair,Abyssinian,American Curl,American Shorthair,Calico
13257,Abyssinian,Abyssinian,Abyssinian,American Curl,American Shorthair,Calico
13258,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Calico
13260,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Calico
13261,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Calico
13262,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Calico
13263,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Calico
13264,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Calico
13266,Abyssinian,Abyssinian,Abyssinian,American Curl,American Shorthair,Calico
13267,Abyssinian,American Shorthair,Abyssinian,American Curl,American Shorthair,Calico
13269,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Calico
13270,Abyssinian,Abyssinian,Abyssinian,American Curl,American Shorthair,Calico
13271,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Calico
13273,Abyssinian,American Bobtail,Abyssinian,American Curl,American Curl,Calico
13274,Abyssinian,American Shorthair,Abyssinian,American Curl,American Shorthair,Calico
13275,Abyssinian,American Shorthair,Abyssinian,American Curl,American Shorthair,Calico
13276,Abyssinian,American Shorthair,Abyssinian,American Shorthair,American Shorthair,Calico
13277,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Calico
13278,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Calico
13279,Abyssinian,American Bobtail,Abyssinian,American Shorthair,American Shorthair,Calico
13280,Abyssinian,American Bobtail,Abyssinian,American Curl,American Curl,Calico
13281,Abyssinian,American Bobtail,Abyssinian,American Curl,American Curl,Calico
13282,Abyssinian,American Curl,Abyssinian,American Shorthair,American Shorthair,Calico
13283,Abyssinian,Abyssinian,Abyssinian,American Bobtail,American Shorthair,Calico
13284,Abyssinian,American Curl,Abyssinian,American Curl,American Shorthair,Calico
13285,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Calico
13286,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Calico
13287,Abyssinian,Abyssinian,Abyssinian,American Curl,American Shorthair,Calico
13292,Abyssinian,American Shorthair,Abyssinian,American Shorthair,American Bobtail,Calico
13293,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Calico
13294,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Calico
13296,Abyssinian,Abyssinian,Abyssinian,American Curl,American Shorthair,Calico
13297,Abyssinian,American Bobtail,Abyssinian,American Shorthair,American Shorthair,Calico
13298,Abyssinian,Abyssinian,Abyssinian,American Shorthair,American Shorthair,Calico
13299,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Calico
13300,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Calico
13301,Abyssinian,Abyssinian,Abyssinian,American Curl,American Bobtail,Calico
13303,Abyssinian,American Bobtail,Abyssinian,American Curl,American Curl,Calico
13304,Abyssinian,Abyssinian,Abyssinian,American Curl,American Bobtail,Calico
13305,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Calico
13306,Abyssinian,Abyssinian,Abyssinian,American Curl,American Curl,Calico
13307,Abyssinian,Abyssinian,Abyssinian,American Curl,American Shorthair,Calico
13309,Abyssinian,Abyssinian,Abyssinian,American Curl,American Shorthair,Calico
13312,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Calico
13315,Abyssinian,Abyssinian,Abyssinian,American Curl,American Shorthair,Calico
13316,Abyssinian,Abyssinian,Abyssinian,American Curl,American Shorthair,Calico
13317,Abyssinian,Abyssinian,Abyssinian,American Curl,American Curl,Calico
13318,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Calico
13321,Abyssinian,American Shorthair,Abyssinian,American Shorthair,American Shorthair,Calico
13322,Abyssinian,American Bobtail,Abyssinian,American Shorthair,American Shorthair,Calico
13323,Abyssinian,American Shorthair,Abyssinian,American Shorthair,American Shorthair,Calico
13324,Abyssinian,American Shorthair,Abyssinian,American Shorthair,American Shorthair,Calico
13325,Abyssinian,Abyssinian,Abyssinian,American Curl,American Shorthair,Calico
13326,Abyssinian,Abyssinian,Abyssinian,American Curl,American Shorthair,Calico
13327,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Calico
13328,Abyssinian,Abyssinian,Abyssinian,American Curl,American Shorthair,Calico
13330,Abyssinian,Abyssinian,Abyssinian,American Shorthair,American Shorthair,Calico
13331,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Calico
13332,Abyssinian,American Bobtail,Abyssinian,American Shorthair,American Bobtail,Calico
13333,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Calico
13334,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Calico
13335,Abyssinian,American Bobtail,Abyssinian,American Shorthair,American Shorthair,Calico
13336,Abyssinian,American Bobtail,Abyssinian,American Shorthair,American Shorthair,Calico
13337,Abyssinian,Abyssinian,Abyssinian,American Curl,American Shorthair,Calico
13339,Abyssinian,American Shorthair,Abyssinian,American Curl,American Curl,Calico
13340,Abyssinian,Abyssinian,Abyssinian,American Curl,American Curl,Calico
13341,Abyssinian,Abyssinian,Abyssinian,American Curl,American Curl,Calico
13345,Abyssinian,Abyssinian,Abyssinian,American Curl,American Curl,Calico
13346,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Calico
13347,Abyssinian,American Bobtail,Abyssinian,American Shorthair,American Shorthair,Calico
13348,Abyssinian,Abyssinian,Abyssinian,American Bobtail,American Shorthair,Calico
13349,Abyssinian,Abyssinian,Abyssinian,American Bobtail,American Shorthair,Calico
13350,Abyssinian,Abyssinian,Abyssinian,American Shorthair,American Shorthair,Calico
13351,Abyssinian,Abyssinian,Abyssinian,American Shorthair,American Shorthair,Calico
13352,Abyssinian,American Shorthair,Abyssinian,American Curl,American Shorthair,Calico
13354,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Calico
13357,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Calico
13358,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Calico
13359,Abyssinian,American Shorthair,Abyssinian,American Curl,American Shorthair,Calico
13361,Abyssinian,Abyssinian,Abyssinian,American Curl,American Shorthair,Calico
13397,Abyssinian,Abyssinian,Abyssinian,American Curl,American Shorthair,Calico
13398,Abyssinian,American Shorthair,Abyssinian,American Curl,American Shorthair,Calico
13399,Abyssinian,American Shorthair,Abyssinian,American Curl,American Bobtail,Calico
13401,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Calico
13402,Abyssinian,American Bobtail,Abyssinian,American Shorthair,American Shorthair,Calico
13415,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Calico
13416,Abyssinian,American Bobtail,Abyssinian,American Curl,American Bobtail,Calico
13418,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Calico
13419,Abyssinian,American Shorthair,Abyssinian,American Curl,American Shorthair,Calico
13422,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Calico
13423,Abyssinian,American Shorthair,Abyssinian,American Curl,American Shorthair,Calico
13424,Abyssinian,Abyssinian,Abyssinian,American Curl,American Shorthair,Calico
13426,Abyssinian,Abyssinian,Abyssinian,American Curl,American Shorthair,Calico
13427,Abyssinian,American Bobtail,Abyssinian,American Shorthair,American Shorthair,Calico
13429,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Calico
13430,Abyssinian,American Shorthair,Abyssinian,American Curl,American Curl,Calico
13432,Abyssinian,Abyssinian,Abyssinian,American Curl,American Shorthair,Calico
13433,Abyssinian,Abyssinian,Abyssinian,American Curl,American Shorthair,Calico
13434,Abyssinian,Abyssinian,Abyssinian,American Curl,American Shorthair,Calico
13435,Abyssinian,American Shorthair,Abyssinian,American Shorthair,American Shorthair,Calico
13436,Abyssinian,Abyssinian,Abyssinian,American Curl,American Shorthair,Calico
13437,Abyssinian,Abyssinian,Abyssinian,American Curl,American Curl,Calico
13438,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Calico
13439,Abyssinian,American Shorthair,Abyssinian,American Curl,American Shorthair,Calico
13440,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Calico
13441,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Calico
13442,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Calico
13443,Abyssinian,Abyssinian,Abyssinian,American Bobtail,American Shorthair,Calico
13444,Abyssinian,American Shorthair,Abyssinian,American Curl,American Shorthair,Calico
13446,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Calico
13449,Abyssinian,American Bobtail,Abyssinian,American Curl,American Bobtail,Calico
13450,Abyssinian,American Bobtail,Abyssinian,American Curl,American Bobtail,Calico
13451,Abyssinian,Abyssinian,Abyssinian,American Curl,American Shorthair,Calico
13452,Abyssinian,American Shorthair,Abyssinian,American Curl,American Shorthair,Calico
13453,Abyssinian,Abyssinian,Abyssinian,American Curl,American Shorthair,Calico
13454,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Calico
13457,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Calico
13458,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Calico
13459,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Calico
13460,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Calico
13461,Abyssinian,American Curl,Abyssinian,American Curl,American Curl,Calico
